,name,orig_n,orig_m,attr_name,model,mu,clustering,cost,branch_factor,height,graph_dl,num_rules,unique_rules,grammar_dl
198,polbooks,105,441,value,AVRG-mu-random,4,infomap,28238,15.857142857142858,2,29954.439735840868,1,1,30063.439735840868
199,polbooks,105,441,value,VRG-all-tnodes,3,infomap,28238,15.857142857142858,2,29954.439735840868,7,7,5959.624522012246
200,polbooks,105,441,value,AVRG-mu-random,5,infomap,28238,15.857142857142858,2,29954.439735840868,2,2,31348.058543253577
201,polbooks,105,441,value,AVRG-mu-random,7,infomap,28238,15.857142857142858,2,29954.439735840868,3,3,31307.085882919713
202,polbooks,105,441,value,AVRG-mu-random,6,infomap,28238,15.857142857142858,2,29954.439735840868,3,3,31307.085882919713
203,polbooks,105,441,value,AVRG-all-tnodes,3,infomap,28238,15.857142857142858,2,29954.439735840868,7,7,11627.392848189078
204,polblogs,1222,16714,value,VRG-mu-random,8,cond,8554258,2.0,76,8856733.660589287,199,199,60582.165221508425
205,polblogs,1222,16714,value,VRG-mu-random,3,cond,8554258,2.0,76,8856733.660589287,678,673,63628.279654211954
206,polblogs,1222,16714,value,AVRG-mu-random,3,cond,8554258,2.0,76,8856733.660589287,684,641,71238.08313423255
207,polblogs,1222,16714,value,AVRG-mu-random,8,cond,8554258,2.0,76,8856733.660589287,199,199,89603.31628130801
208,polblogs,1222,16714,value,VRG-mu-random,3,spectral,9533876,7.783333333333333,6,8856733.660589287,64,63,8095296.009913854
209,polblogs,1222,16714,value,VRG-mu-random,8,spectral,9533876,7.783333333333333,6,8856733.660589287,125,124,5586671.825577105
210,polblogs,1222,16714,value,VRG-mu-random,3,leiden,13164661,3.2779850746268657,7,8856733.660589287,25,25,6907476.0588514665
211,polblogs,1222,16714,value,AVRG-mu-random,3,spectral,9533876,7.783333333333333,6,8856733.660589287,64,61,9133572.112054732
212,polblogs,1222,16714,value,AVRG-mu-random,3,leiden,13164661,3.2779850746268657,7,8856733.660589287,25,25,9036854.530416679
213,polblogs,1222,16714,value,VRG-mu-random,8,leiden,13164661,3.2779850746268657,7,8856733.660589287,63,63,5138385.046402388
214,polblogs,1222,16714,value,AVRG-mu-random,8,leiden,13164661,3.2779850746268657,7,8856733.660589287,63,63,5948446.483125758
215,polblogs,1222,16714,value,AVRG-mu-random,8,spectral,9533876,7.783333333333333,6,8856733.660589287,125,122,5905237.714403347
216,polblogs,1222,16714,value,VRG-all-tnodes,3,spectral,9533876,7.783333333333333,6,8856733.660589287,180,179,119696.48564441019
217,polblogs,1222,16714,value,AVRG-all-tnodes,3,spectral,9533876,7.783333333333333,6,8856733.660589287,180,177,169055.7351576427
218,polblogs,1222,16714,value,VRG-all-tnodes,3,leiden,13164661,3.2779850746268657,7,8856733.660589287,536,517,57266.30538343146
219,polblogs,1222,16714,value,AVRG-all-tnodes,3,leiden,13164661,3.2779850746268657,7,8856733.660589287,536,491,70906.76530221538
220,polblogs,1222,16714,value,VRG-all-tnodes,3,cond,8554258,2.0,76,8856733.660589287,1221,1113,72162.61493827618
221,polblogs,1222,16714,value,AVRG-all-tnodes,3,cond,8554258,2.0,76,8856733.660589287,1221,879,63410.06818255714
222,polblogs,1222,16714,value,AVRG-all-tnodes,3,consensus,8569331,175.42857142857142,4,8856733.660589287,7,7,2996471.9713106616
223,polblogs,1222,16714,value,AVRG-mu-random,8,consensus,8569331,175.42857142857142,4,8856733.660589287,1,1,8857959.660589287
224,polblogs,1222,16714,value,VRG-mu-random,3,consensus,8569331,175.42857142857142,4,8856733.660589287,1,1,1562612.2837979903
225,polblogs,1222,16714,value,VRG-all-tnodes,3,consensus,8569331,175.42857142857142,4,8856733.660589287,7,7,559321.178912622
226,polblogs,1222,16714,value,AVRG-mu-random,3,consensus,8569331,175.42857142857142,4,8856733.660589287,1,1,8857959.660589287
227,polblogs,1222,16714,value,VRG-mu-random,8,consensus,8569331,175.42857142857142,4,8856733.660589287,1,1,1562612.2837979903
228,polblogs,1222,16714,value,VRG-mu-random,4,spectral,9533876,7.783333333333333,6,8856733.660589287,89,88,7643225.056602843
229,polblogs,1222,16714,value,VRG-mu-random,7,cond,8554258,2.0,76,8856733.660589287,244,244,59330.15565441373
230,polblogs,1222,16714,value,AVRG-mu-random,7,cond,8554258,2.0,76,8856733.660589287,244,244,84092.19933069726
231,polblogs,1222,16714,value,VRG-mu-random,5,spectral,9533876,7.783333333333333,6,8856733.660589287,101,100,7182366.148183666
232,polblogs,1222,16714,value,VRG-mu-random,6,cond,8554258,2.0,76,8856733.660589287,281,281,60223.715121901754
233,polblogs,1222,16714,value,AVRG-mu-random,6,cond,8554258,2.0,76,8856733.660589287,281,280,81660.38273457225
234,polblogs,1222,16714,value,VRG-mu-random,5,cond,8554258,2.0,76,8856733.660589287,348,348,59381.125774153654
235,polblogs,1222,16714,value,AVRG-mu-random,5,cond,8554258,2.0,76,8856733.660589287,348,347,77683.7836963317
236,polblogs,1222,16714,value,VRG-mu-random,4,cond,8554258,2.0,76,8856733.660589287,461,461,60088.46661303785
237,polblogs,1222,16714,value,AVRG-mu-random,4,cond,8554258,2.0,76,8856733.660589287,461,449,73635.97545368511
238,polblogs,1222,16714,value,VRG-mu-random,4,leiden,13164661,3.2779850746268657,7,8856733.660589287,37,37,6899627.054234444
239,polblogs,1222,16714,value,VRG-mu-random,5,leiden,13164661,3.2779850746268657,7,8856733.660589287,51,51,6546003.660647821
240,polblogs,1222,16714,value,VRG-mu-random,6,leiden,13164661,3.2779850746268657,7,8856733.660589287,53,53,6162441.839947514
241,polblogs,1222,16714,value,VRG-mu-random,7,leiden,13164661,3.2779850746268657,7,8856733.660589287,60,60,5781968.92025724
242,polblogs,1222,16714,value,AVRG-mu-random,4,leiden,13164661,3.2779850746268657,7,8856733.660589287,37,37,8647537.2650855
243,polblogs,1222,16714,value,AVRG-mu-random,4,spectral,9533876,7.783333333333333,6,8856733.660589287,89,86,8308559.82261103
244,polblogs,1222,16714,value,AVRG-mu-random,5,leiden,13164661,3.2779850746268657,7,8856733.660589287,51,51,7781531.131264182
245,polblogs,1222,16714,value,VRG-mu-random,6,spectral,9533876,7.783333333333333,6,8856733.660589287,109,108,6754935.2182885865
246,polblogs,1222,16714,value,AVRG-mu-random,5,spectral,9533876,7.783333333333333,6,8856733.660589287,101,98,7710167.669276028
247,polblogs,1222,16714,value,AVRG-mu-random,6,spectral,9533876,7.783333333333333,6,8856733.660589287,109,106,7204695.548164812
248,polblogs,1222,16714,value,VRG-mu-random,7,spectral,9533876,7.783333333333333,6,8856733.660589287,116,115,6285264.638414684
249,polblogs,1222,16714,value,AVRG-mu-random,6,leiden,13164661,3.2779850746268657,7,8856733.660589287,53,53,7255378.222202543
250,polblogs,1222,16714,value,AVRG-mu-random,7,leiden,13164661,3.2779850746268657,7,8856733.660589287,60,60,6746482.645904806
251,polblogs,1222,16714,value,AVRG-mu-random,7,spectral,9533876,7.783333333333333,6,8856733.660589287,116,113,6670197.689369435
252,polblogs,1222,16714,value,VRG-mu-random,4,consensus,8569331,175.42857142857142,4,8856733.660589287,1,1,1562612.2837979903
253,polblogs,1222,16714,value,VRG-mu-random,5,consensus,8569331,175.42857142857142,4,8856733.660589287,1,1,1562612.2837979903
254,polblogs,1222,16714,value,VRG-mu-random,7,consensus,8569331,175.42857142857142,4,8856733.660589287,1,1,1562612.2837979903
255,polblogs,1222,16714,value,AVRG-mu-random,4,consensus,8569331,175.42857142857142,4,8856733.660589287,1,1,8857959.660589287
256,polblogs,1222,16714,value,AVRG-mu-random,5,consensus,8569331,175.42857142857142,4,8856733.660589287,1,1,8857959.660589287
257,polblogs,1222,16714,value,AVRG-mu-random,6,consensus,8569331,175.42857142857142,4,8856733.660589287,1,1,8857959.660589287
258,polblogs,1222,16714,value,VRG-mu-random,6,consensus,8569331,175.42857142857142,4,8856733.660589287,1,1,1562612.2837979903
259,polblogs,1222,16714,value,AVRG-mu-random,7,consensus,8569331,175.42857142857142,4,8856733.660589287,1,1,8857959.660589287
260,polblogs,1222,16714,value,VRG-mu-random,3,infomap,14861694,28.75,3,8856733.660589287,4,4,3598339.4257768593
261,polblogs,1222,16714,value,VRG-mu-random,4,infomap,14861694,28.75,3,8856733.660589287,5,5,3986968.3299766546
262,polblogs,1222,16714,value,VRG-all-tnodes,3,infomap,14861694,28.75,3,8856733.660589287,44,44,656592.4212545478
263,polblogs,1222,16714,value,VRG-mu-random,5,infomap,14861694,28.75,3,8856733.660589287,6,6,4302587.730050077
264,polblogs,1222,16714,value,AVRG-mu-random,3,infomap,14861694,28.75,3,8856733.660589287,4,4,8916352.875338428
265,polblogs,1222,16714,value,VRG-mu-random,6,infomap,14861694,28.75,3,8856733.660589287,7,7,4561215.365943719
266,polblogs,1222,16714,value,AVRG-mu-random,4,infomap,14861694,28.75,3,8856733.660589287,5,5,8915157.550233355
267,polblogs,1222,16714,value,AVRG-mu-random,5,infomap,14861694,28.75,3,8856733.660589287,6,6,8858955.253389392
268,polblogs,1222,16714,value,AVRG-mu-random,6,infomap,14861694,28.75,3,8856733.660589287,7,7,8828073.76139298
269,polblogs,1222,16714,value,AVRG-all-tnodes,3,infomap,14861694,28.75,3,8856733.660589287,44,44,3232233.6989286863
270,polblogs,1222,16714,value,VRG-mu-random,7,infomap,14861694,28.75,3,8856733.660589287,9,9,4954963.60349004
271,polblogs,1222,16714,value,AVRG-mu-random,7,infomap,14861694,28.75,3,8856733.660589287,9,9,8736572.193132551
272,cora,2485,5069,value,VRG-mu-random,8,cond,1967253,2.0,42,19647174.366505016,433,433,90100.96465208322
273,cora,2485,5069,value,VRG-mu-random,3,cond,1967253,2.0,42,19647174.366505016,1422,891,65109.308639428324
274,cora,2485,5069,value,AVRG-mu-random,8,cond,1967253,2.0,42,19647174.366505016,439,438,112745.40262944605
275,cora,2485,5069,value,AVRG-mu-random,3,cond,1967253,2.0,42,19647174.366505016,1431,899,67871.89711022077
276,cora,2485,5069,value,VRG-mu-random,3,spectral,2253524,6.341935483870968,4,19647174.366505016,272,129,36032293.96379969
277,cora,2485,5069,value,VRG-mu-random,8,spectral,2253524,6.341935483870968,4,19647174.366505016,360,219,24862510.324172854
278,cora,2485,5069,value,AVRG-mu-random,3,spectral,2253524,6.341935483870968,4,19647174.366505016,263,159,36568788.08805857
279,cora,2485,5069,value,AVRG-mu-random,8,spectral,2253524,6.341935483870968,4,19647174.366505016,360,256,24950995.869274635
280,cora,2485,5069,value,VRG-all-tnodes,3,spectral,2253524,6.341935483870968,4,19647174.366505016,495,348,209098.2450827247
281,cora,2485,5069,value,VRG-mu-random,3,leiden,9478981,2.7567185289957568,6,19647174.366505016,89,77,34560624.73807
282,cora,2485,5069,value,VRG-mu-random,8,leiden,9478981,2.7567185289957568,6,19647174.366505016,174,172,20034418.226836264
283,cora,2485,5069,value,AVRG-all-tnodes,3,spectral,2253524,6.341935483870968,4,19647174.366505016,465,356,246082.63043947212
284,cora,2485,5069,value,AVRG-mu-random,3,leiden,9478981,2.7567185289957568,6,19647174.366505016,89,77,35243154.66466159
285,cora,2485,5069,value,AVRG-mu-random,8,leiden,9478981,2.7567185289957568,6,19647174.366505016,174,172,20245484.3708222
286,cora,2485,5069,value,VRG-all-tnodes,3,leiden,9478981,2.7567185289957568,6,19647174.366505016,1414,690,80495.68025313003
287,cora,2485,5069,value,AVRG-all-tnodes,3,leiden,9478981,2.7567185289957568,6,19647174.366505016,1414,869,94261.61168960397
288,cora,2485,5069,value,VRG-all-tnodes,3,cond,1967253,2.0,42,19647174.366505016,2484,719,39321.68156319441
289,cora,2485,5069,value,AVRG-all-tnodes,3,cond,1967253,2.0,42,19647174.366505016,2484,582,29679.6131845346
290,cora,2485,5069,value,VRG-mu-random,4,spectral,2253524,6.341935483870968,4,19647174.366505016,302,161,33309276.565800197
291,cora,2485,5069,value,VRG-mu-random,5,spectral,2253524,6.341935483870968,4,19647174.366505016,326,185,30610803.88057535
292,cora,2485,5069,value,VRG-mu-random,7,cond,1967253,2.0,42,19647174.366505016,498,496,86941.13230521779
293,cora,2485,5069,value,VRG-mu-random,6,spectral,2253524,6.341935483870968,4,19647174.366505016,334,193,29469386.993114498
294,cora,2485,5069,value,AVRG-mu-random,7,cond,1967253,2.0,42,19647174.366505016,498,494,108279.7864601333
295,cora,2485,5069,value,VRG-mu-random,6,cond,1967253,2.0,42,19647174.366505016,596,591,85600.60210359258
296,cora,2485,5069,value,VRG-mu-random,7,spectral,2253524,6.341935483870968,4,19647174.366505016,352,211,26413353.745484035
297,cora,2485,5069,value,AVRG-mu-random,6,cond,1967253,2.0,42,19647174.366505016,596,585,103874.87471400342
298,cora,2485,5069,value,VRG-mu-random,5,cond,1967253,2.0,42,19647174.366505016,741,722,83944.02534172728
299,cora,2485,5069,value,AVRG-mu-random,5,cond,1967253,2.0,42,19647174.366505016,741,709,98863.67832605845
300,cora,2485,5069,value,VRG-mu-random,4,leiden,9478981,2.7567185289957568,6,19647174.366505016,138,133,32033731.66279359
301,cora,2485,5069,value,AVRG-mu-random,4,spectral,2253524,6.341935483870968,4,19647174.366505016,302,198,33446227.83804981
302,cora,2485,5069,value,VRG-mu-random,5,leiden,9478981,2.7567185289957568,6,19647174.366505016,163,160,28450237.439313143
303,cora,2485,5069,value,AVRG-mu-random,5,spectral,2253524,6.341935483870968,4,19647174.366505016,326,222,30727540.358612146
304,cora,2485,5069,value,VRG-mu-random,4,cond,1967253,2.0,42,19647174.366505016,952,848,79817.45133689391
305,cora,2485,5069,value,VRG-mu-random,6,leiden,9478981,2.7567185289957568,6,19647174.366505016,165,162,25522674.16366062
306,cora,2485,5069,value,AVRG-mu-random,6,spectral,2253524,6.341935483870968,4,19647174.366505016,334,230,29579419.13938638
307,cora,2485,5069,value,AVRG-mu-random,7,spectral,2253524,6.341935483870968,4,19647174.366505016,352,248,26508343.150601618
308,cora,2485,5069,value,VRG-mu-random,7,leiden,9478981,2.7567185289957568,6,19647174.366505016,168,165,23544032.02023504
309,cora,2485,5069,value,AVRG-mu-random,4,cond,1967253,2.0,42,19647174.366505016,952,840,91297.46327992334
310,cora,2485,5069,value,AVRG-mu-random,4,leiden,9478981,2.7567185289957568,6,19647174.366505016,138,133,32447670.609274447
311,cora,2485,5069,value,AVRG-mu-random,5,leiden,9478981,2.7567185289957568,6,19647174.366505016,163,158,28778189.846804436
312,cora,2485,5069,value,AVRG-mu-random,6,leiden,9478981,2.7567185289957568,6,19647174.366505016,165,162,25796102.134656608
313,cora,2485,5069,value,AVRG-mu-random,7,leiden,9478981,2.7567185289957568,6,19647174.366505016,168,165,23783805.439149413
314,cora,2485,5069,value,VRG-mu-random,3,infomap,11137835,6.100616016427105,4,19647174.366505016,14,13,23753736.0527589
315,cora,2485,5069,value,VRG-mu-random,4,infomap,11137835,6.100616016427105,4,19647174.366505016,26,25,28072648.558787547
316,cora,2485,5069,value,AVRG-mu-random,3,infomap,11137835,6.100616016427105,4,19647174.366505016,14,13,27112908.876136694
317,cora,2485,5069,value,AVRG-mu-random,4,infomap,11137835,6.100616016427105,4,19647174.366505016,26,25,30036402.677809455
318,cora,2485,5069,value,VRG-mu-random,5,infomap,11137835,6.100616016427105,4,19647174.366505016,42,41,29739820.827923175
319,cora,2485,5069,value,VRG-mu-random,6,infomap,11137835,6.100616016427105,4,19647174.366505016,61,60,30135800.83216111
320,cora,2485,5069,value,AVRG-mu-random,5,infomap,11137835,6.100616016427105,4,19647174.366505016,42,41,31040894.72534037
321,cora,2485,5069,value,AVRG-mu-random,6,infomap,11137835,6.100616016427105,4,19647174.366505016,61,60,30983562.108206548
322,cora,2485,5069,value,VRG-mu-random,7,infomap,11137835,6.100616016427105,4,19647174.366505016,80,79,28767398.113404248
323,cora,2485,5069,value,AVRG-mu-random,7,infomap,11137835,6.100616016427105,4,19647174.366505016,80,79,29375352.077068754
324,cora,2485,5069,value,VRG-all-tnodes,3,infomap,11137835,6.100616016427105,4,19647174.366505016,487,435,657190.8466929932
325,cora,2485,5069,value,AVRG-all-tnodes,3,infomap,11137835,6.100616016427105,4,19647174.366505016,487,470,701871.113907394
326,cora,2485,5069,value,AVRG-all-tnodes,5,consensus,1811142,23.581818181818182,9,19647174.366505016,110,94,1762326.512229816
327,citeseer,2110,3668,value,VRG-mu-random,8,cond,605947,2.0,37,13406668.883805208,373,373,71441.80698353722
328,citeseer,2110,3668,value,VRG-mu-random,3,cond,605947,2.0,37,13406668.883805208,1195,643,45096.526865970794
329,citeseer,2110,3668,value,AVRG-mu-random,3,cond,605947,2.0,37,13406668.883805208,1205,753,54516.457976348065
330,citeseer,2110,3668,value,AVRG-mu-random,8,cond,605947,2.0,37,13406668.883805208,373,372,93655.89570239584
331,citeseer,2110,3668,value,VRG-mu-random,3,spectral,754163,6.194581280788177,5,13406668.883805208,246,104,25080700.52368364
332,citeseer,2110,3668,value,VRG-mu-random,8,spectral,754163,6.194581280788177,5,13406668.883805208,329,186,16937934.62864272
333,citeseer,2110,3668,value,AVRG-mu-random,3,spectral,754163,6.194581280788177,5,13406668.883805208,246,160,25193600.26141716
334,citeseer,2110,3668,value,AVRG-mu-random,8,spectral,754163,6.194581280788177,5,13406668.883805208,329,243,16998391.821835894
335,citeseer,2110,3668,value,VRG-all-tnodes,3,spectral,754163,6.194581280788177,5,13406668.883805208,406,261,162543.55735608202
336,citeseer,2110,3668,value,VRG-mu-random,3,leiden,6156580,2.7903225806451615,6,13406668.883805208,101,76,24913910.69598264
337,citeseer,2110,3668,value,VRG-mu-random,8,leiden,6156580,2.7903225806451615,6,13406668.883805208,210,204,10186410.968481483
338,citeseer,2110,3668,value,AVRG-all-tnodes,3,spectral,754163,6.194581280788177,5,13406668.883805208,406,319,202065.5528498626
339,citeseer,2110,3668,value,AVRG-mu-random,3,leiden,6156580,2.7903225806451615,6,13406668.883805208,101,90,25250500.88648884
340,citeseer,2110,3668,value,AVRG-mu-random,8,leiden,6156580,2.7903225806451615,6,13406668.883805208,210,209,10274672.22806021
341,citeseer,2110,3668,value,VRG-all-tnodes,3,cond,605947,2.0,37,13406668.883805208,2109,499,26185.492944467638
342,citeseer,2110,3668,value,VRG-all-tnodes,3,leiden,6156580,2.7903225806451615,6,13406668.883805208,1178,588,75399.27809653856
343,citeseer,2110,3668,value,AVRG-all-tnodes,3,leiden,6156580,2.7903225806451615,6,13406668.883805208,1178,746,87795.02946599535
344,citeseer,2110,3668,value,AVRG-all-tnodes,3,cond,605947,2.0,37,13406668.883805208,2109,460,22306.871401795215
345,citeseer,2110,3668,value,VRG-mu-random,4,spectral,754163,6.194581280788177,5,13406668.883805208,284,141,22538984.082816597
346,citeseer,2110,3668,value,VRG-mu-random,5,spectral,754163,6.194581280788177,5,13406668.883805208,299,156,21133554.816179566
347,citeseer,2110,3668,value,VRG-mu-random,7,cond,605947,2.0,37,13406668.883805208,425,425,70122.06319576624
348,citeseer,2110,3668,value,VRG-mu-random,6,spectral,754163,6.194581280788177,5,13406668.883805208,310,167,19834494.22889177
349,citeseer,2110,3668,value,AVRG-mu-random,7,cond,605947,2.0,37,13406668.883805208,425,424,90236.83995507265
350,citeseer,2110,3668,value,VRG-mu-random,6,cond,605947,2.0,37,13406668.883805208,504,497,67361.55172332664
351,citeseer,2110,3668,value,VRG-mu-random,7,spectral,754163,6.194581280788177,5,13406668.883805208,318,175,18707760.241114713
352,citeseer,2110,3668,value,AVRG-mu-random,6,cond,605947,2.0,37,13406668.883805208,504,495,84877.2295175715
353,citeseer,2110,3668,value,VRG-mu-random,5,cond,605947,2.0,37,13406668.883805208,629,584,65244.66565151478
354,citeseer,2110,3668,value,AVRG-mu-random,5,cond,605947,2.0,37,13406668.883805208,629,599,80845.61329479449
355,citeseer,2110,3668,value,VRG-mu-random,4,leiden,6156580,2.7903225806451615,6,13406668.883805208,158,138,21584812.244443893
356,citeseer,2110,3668,value,AVRG-mu-random,4,spectral,754163,6.194581280788177,5,13406668.883805208,284,198,22626867.162397552
357,citeseer,2110,3668,value,VRG-mu-random,4,cond,605947,2.0,37,13406668.883805208,808,638,58294.392780222035
358,citeseer,2110,3668,value,VRG-mu-random,5,leiden,6156580,2.7903225806451615,6,13406668.883805208,183,168,18701913.0929569
359,citeseer,2110,3668,value,AVRG-mu-random,5,spectral,754163,6.194581280788177,5,13406668.883805208,299,213,21212331.07531202
360,citeseer,2110,3668,value,AVRG-mu-random,6,spectral,754163,6.194581280788177,5,13406668.883805208,310,224,19906734.46190608
361,citeseer,2110,3668,value,AVRG-mu-random,7,spectral,754163,6.194581280788177,5,13406668.883805208,318,232,18775108.153077908
362,citeseer,2110,3668,value,VRG-mu-random,6,leiden,6156580,2.7903225806451615,6,13406668.883805208,200,191,14621072.843714489
363,citeseer,2110,3668,value,VRG-mu-random,7,leiden,6156580,2.7903225806451615,6,13406668.883805208,205,198,12647104.557493106
364,citeseer,2110,3668,value,AVRG-mu-random,4,leiden,6156580,2.7903225806451615,6,13406668.883805208,158,151,21776343.92802747
365,citeseer,2110,3668,value,AVRG-mu-random,4,cond,605947,2.0,37,13406668.883805208,808,721,74647.09181281831
366,citeseer,2110,3668,value,AVRG-mu-random,5,leiden,6156580,2.7903225806451615,6,13406668.883805208,183,180,18848917.591574296
367,citeseer,2110,3668,value,AVRG-mu-random,6,leiden,6156580,2.7903225806451615,6,13406668.883805208,200,198,14735543.83173477
368,citeseer,2110,3668,value,AVRG-mu-random,7,leiden,6156580,2.7903225806451615,6,13406668.883805208,205,204,12747456.853058206
369,citeseer,2110,3668,value,VRG-mu-random,3,infomap,6793286,5.449367088607595,3,13406668.883805208,29,28,20947975.242371712
370,citeseer,2110,3668,value,AVRG-mu-random,3,infomap,6793286,5.449367088607595,3,13406668.883805208,29,28,22071050.498586237
371,citeseer,2110,3668,value,VRG-mu-random,4,infomap,6793286,5.449367088607595,3,13406668.883805208,55,54,22833241.023288578
372,citeseer,2110,3668,value,AVRG-mu-random,4,infomap,6793286,5.449367088607595,3,13406668.883805208,55,54,23424163.12256961
373,citeseer,2110,3668,value,VRG-mu-random,5,infomap,6793286,5.449367088607595,3,13406668.883805208,81,80,22428491.88285432
374,citeseer,2110,3668,value,AVRG-mu-random,5,infomap,6793286,5.449367088607595,3,13406668.883805208,81,80,22800714.224066705
375,citeseer,2110,3668,value,AVRG-mu-random,6,infomap,6793286,5.449367088607595,3,13406668.883805208,116,115,19904373.495720714
376,citeseer,2110,3668,value,VRG-mu-random,6,infomap,6793286,5.449367088607595,3,13406668.883805208,116,115,19675235.79550495
377,citeseer,2110,3668,value,VRG-mu-random,7,infomap,6793286,5.449367088607595,3,13406668.883805208,149,148,16021788.835986149
378,citeseer,2110,3668,value,AVRG-mu-random,7,infomap,6793286,5.449367088607595,3,13406668.883805208,149,148,16171124.912440645
379,citeseer,2110,3668,value,VRG-all-tnodes,3,infomap,6793286,5.449367088607595,3,13406668.883805208,474,410,595438.214680959
380,citeseer,2110,3668,value,AVRG-all-tnodes,3,infomap,6793286,5.449367088607595,3,13406668.883805208,474,451,632173.4380028454
